AccX,AccY,AccZ,GyroX,GyroY,GyroZ,direction
0.4163511395,9.978070259,2.660818815,0.3715584874,0.04871646687,-0.1305723488,0
0.6125625968,9.657432556,1.808973908,0.2289215773,-0.09132428467,-0.1088866442,0
0.8614161611,9.437292099,1.785045743,-0.1571449637,0.03680460155,-0.08811724186,0
0.4785645306,9.389435768,1.277767301,-0.0737619251,-0.1160643101,-0.09132428467,0
0.8949156404,9.652647018,1.823330879,-0.04566214234,-0.09346231073,-0.2011272311,0
0.6604190469,9.312865257,1.588834286,0.1449276656,-0.1076649204,-0.2342666388,0
0.6077769399,9.078369141,1.239482164,0.1209512278,0.09162971377,-0.02412915789,0
0.6747759581,9.561718941,1.071984529,0.003054323839,0.2939786613,0.3698786199,0
0.9571290612,9.288937569,1.397408366,-0.05971203372,0.1566868126,0.2680169344,0
1.244267821,9.614361763,1.737189293,-0.0549778305,-0.03543015569,0.1055268943,0
1.45483613,9.662218094,1.378265858,0.1018617004,-0.0856737867,-0.06139190868,0
1.335195065,9.169296265,1.823330879,0.2130390853,-0.2342666388,-0.3211621642,0
-0.6077769399,10.26999474,1.1820544,0.3413206935,-0.2443459183,-0.5451968312,0
0.09092725813,8.575876236,0.2584248483,0.4372264743,-0.1884517819,-0.2990183234,0
0.1962114573,9.676574707,0.6891329288,0.2220493406,-0.2009745091,-0.07773254067,0
0.5599204898,9.480362892,0.4833501875,0.1110246703,0.1279761642,0.1834121495,0
0.3158525825,9.638289452,0.3972085714,0.05283980444,-0.08353576064,0.2667951882,0
0.8805587292,9.815358162,1.31126678,-0.02076940238,-0.105985038,0.2125809491,0
1.048056364,9.963713646,1.115055323,0.1550069451,-0.1114828214,0.1809686869,0
1.751546144,10.66241741,0.2297109663,0.2722929716,-0.08765909821,0.1166751757,0
1.569691658,10.14556789,1.205982566,0.2189950198,-0.1168278903,-0.01282816008,0
1.277767301,9.844072342,0.5982056856,0.3915643096,-0.06414080411,-0.09666935354,0
1.067198873,9.686145782,-0.06221338734,0.3882045746,-0.06750056148,-0.1421787739,0
0.7752745152,9.777072906,0.0,0.3439168632,-0.06963858753,-0.1832594275,0
-0.4977070987,10.22692394,-0.8757730722,0.4312705398,-0.2118173689,-0.2324340492,0
0.8614161611,9.887143135,-0.1148554832,0.2463312149,-0.181426838,-0.1501200199,0
0.1100698411,9.379864693,-1.100698471,0.2904661894,-0.1572976857,-0.03924806044,0
0.5886343718,9.006584167,-1.631905079,0.2745837271,-0.1621845961,0.01450803876,0
0.3302095234,9.446864128,-0.6939185858,0.1711948514,-0.2116646469,0.08093958348,0
0.1004985496,9.274580956,-1.081555843,0.3895790279,-0.2321286201,0.05879573524,0
0.8997012973,9.853643417,-1.813759565,0.3979783952,-0.2041815519,0.1763872057,0
1.028913736,9.810572624,-1.478764415,0.2906189263,-0.1853974611,0.2144135386,0
1.430907965,9.614361763,-1.071984529,0.3304778337,-0.0601701811,0.1302669197,0
1.64626193,9.609575272,-1.799402595,0.3842339516,0.05360338464,0.09560033679,0
1.339980721,9.169296265,-2.105684042,0.3451386094,0.1072067693,-0.03756818548,0
1.397408366,9.121439934,-2.81395936,0.3339903057,0.2188423127,-0.1516471803,0
1.603191137,9.274580956,-3.412165165,0.2043342739,0.1994473487,-0.2096793354,1
0.9236295223,8.910871506,-3.316452265,0.02046396956,0.2588539422,-0.2368628234,1
1.339980721,9.41336441,-4.096512318,-0.0164933484,0.1102610901,-0.1122464016,1
1.205982566,9.509077072,-3.316452265,-0.2458730787,0.08857539296,-0.127518028,1
0.8997012973,9.54257679,-3.158525944,-0.412791878,0.1324049383,-0.09483675659,1
0.5216353536,8.839086533,-3.426522017,-0.505337894,-0.03161225095,-0.2295324355,1
0.05742774159,8.307880402,-3.890729666,-0.8570432663,0.2519817352,-0.1589775532,1
0.04785645381,7.561319351,-4.177868366,-1.088102937,0.196698457,-0.07987056673,1
-0.1244267747,6.541976929,-4.900500774,-1.66262126,0.2962694168,-0.03298669681,1
0.1387837082,4.718646049,-2.90967226,-2.377791166,0.4030180275,0.02458730713,1
0.09571290761,2.818745136,-2.20618248,-2.569297314,-0.05940660089,-0.07727439702,1
-0.04307080805,0.1483550072,0.7704889178,-3.014770508,-0.3541488647,-0.1918115467,1
-0.2632105052,-1.397408366,2.354537487,-2.881143808,-0.3717112243,-0.1495091617,1
1.129412293,-2.392822742,4.139583111,-3.413512468,-0.05360338464,-0.2669478953,1
-0.06699903309,-2.766103029,6.144768715,-3.277136803,-0.3730856776,-0.2217439115,1
0.4259224236,-2.837887764,10.23170948,-3.531867504,-0.3431532979,-0.09636391699,1
0.6173482537,-2.550748825,13.67737389,-3.021642685,-0.6392700076,0.2104429156,1
0.4211367965,-2.39760828,18.55394745,-2.988197803,-0.1855501831,0.15424335,1
0.94277215,-0.4259224236,16.9172554,-1.926209331,-0.2629773021,0.2405280024,1
1.244267821,1.095912814,16.80718613,-1.508683324,-0.01771507785,0.3161225319,1
1.349551916,0.679561615,16.7545433,-0.7776308656,-0.07620538026,0.2680169344,0
-0.0765703246,0.2344966233,15.22313786,-0.3941605091,0.1441640854,0.1817322671,0
2.048256159,1.26341033,14.21336651,0.2365573794,-0.02580903657,0.1895207912,0
0.626919508,0.02871387079,12.53360462,0.3755291104,0.05681042373,-0.02596175298,0
1.129412293,0.3110669553,11.96889877,0.5729911923,-0.04199695215,0.01985310577,0
1.756331801,0.4594219327,11.49033451,0.4948004782,-0.08949168772,-0.02962694131,0
0.7178468108,-0.3876372576,11.36112213,0.3034470677,0.09865466505,-0.07467821985,0
0.4929214716,0.4689932466,10.85862923,0.2577849329,0.001832594397,0.00702494476,0
0.4307080805,0.8327022791,11.52383423,0.07971785218,0.03054323979,0.05467239767,0
1.03848505,1.473978758,10.17428207,0.1739437431,-0.1626427472,0.05604684353,0
0.1339980662,0.7513462901,10.6480608,0.05986474827,-0.01603520103,-0.03130681813,0
0.8566305041,1.253839016,9.131011009,0.2028071135,-0.03039052337,0.07712167501,0
0.6699903607,0.650847733,9.738788605,0.1592829973,-0.02229656465,-0.007330377586,0
1.40697968,0.9762716293,9.332008362,0.2770271897,-0.06612611562,-0.02535088919,0
1.052842021,0.837487936,8.896514893,0.1788306683,0.04810560122,-0.1204930767,0
0.9762716293,0.9236295223,9.140582085,0.1722638607,-0.02596175298,-0.1415679157,0
0.8422735929,0.7944171429,9.556933403,0.1960875988,-0.021685699,-0.113773562,0
0.8518448472,1.033699393,9.504291534,0.2145662606,-0.07269290835,-0.03527744114,0
1.584048629,0.8997012973,9.69093132,0.05100720748,-0.01954767294,0.02794706449,0
1.698904037,1.129412293,9.202795982,0.2793179154,-0.2064722925,0.04505127668,0
