AccX,AccY,AccZ,GyroX,GyroY,GyroZ,direction
0.5359922647,10.46142101,2.861815929,-0.04948004708,0.4723511934,-0.2312123179,0
0.9523434043,10.08335495,2.756531715,0.4407389462,-0.04688387364,-0.2509126961,0
1.028913736,9.595218658,2.067398787,0.3597993553,-0.009315688163,-0.2736674249,0
-0.4019941986,9.226723671,2.938386202,0.1939495653,-0.2049451321,-0.273820132,0
-1.21555388,9.74835968,2.464607239,0.1049160287,-0.1624900252,-0.1123991162,0
-1.871187329,9.485149384,3.818944931,-0.1178968996,-0.07666353136,-0.102167137,0
-2.043470621,8.834300995,3.828516245,-0.007635809947,-0.1281288862,-0.04963276163,0
-1.899901152,8.039883614,3.316452265,0.006108647678,-0.05375609919,-0.04810560122,0
-1.31126678,7.762316704,3.268595695,0.03298669681,-0.01114828233,0.05635227636,0
-1.033699393,8.207381248,1.296909928,0.1369864196,0.005039634649,0.105985038,0
-1.287338614,8.193024635,2.507678032,-0.1715002805,0.05986474827,0.08826996386,0
-0.8470591903,8.848658562,2.196611166,-0.01023198478,-0.09361502528,0.1937968582,0
-0.7944171429,9.092725754,2.880958557,-0.01893680729,-0.04841103405,0.1485928595,0
-0.9044869542,9.772287369,2.383251429,0.03558287397,0.1343902498,0.1421787739,0
-0.7657032609,10.34177971,3.101098061,0.01221729536,0.1473711282,0.08506292105,0
-0.7465606928,10.85384369,2.842673302,0.15424335,0.1864664704,0.08170316368,0
0.3206382394,11.30369377,3.483949661,0.2496909797,-0.1182023361,0.08139773458,0
0.4307080805,10.52363396,4.340580463,0.1418733448,-0.1337793916,0.09498947114,0
1.095912814,10.04028416,2.39760828,0.4360047281,-0.3622428179,0.1357647032,0
0.2105683982,8.456234932,3.957728624,0.1197294965,-0.3787361681,0.1354592592,0
1.148554921,8.662017822,2.517249346,0.5919279456,-0.555428803,0.3579667509,0
0.8231309652,8.652446747,2.665604353,0.404850632,-0.3865246773,0.1207985133,0
-0.05742774159,8.427521706,0.7178468108,0.3486510813,-0.06459894776,-0.05635227636,0
0.1292124242,8.274380684,0.9044869542,0.1392771751,-0.01466075517,-0.1354592592,0
-0.1579262912,8.370093346,1.8855443,-0.0485637486,0.1676823795,-0.1539379209,0
0.3349951804,9.303294182,1.210768223,0.1415679157,0.2360992432,-0.07788526267,0
0.5216353536,9.911071777,1.316052437,0.1870773435,0.3286452591,-0.09498947114,0
0.5886343718,10.09771156,0.9188438654,0.28527385,0.2426660359,-0.1211039424,0
0.4067798555,10.28435135,0.8231309652,0.2261726856,0.2177732885,-0.1064431891,0
0.5359922647,10.83470058,0.6460621357,0.3341430426,0.1110246703,-0.06673697382,0
-0.3876372576,10.65284634,1.1820544,0.3152062297,0.2148716897,-0.03909534588,0
0.4354937077,11.27498055,0.3541377485,0.5480984449,0.2637408674,0.127365306,0
-0.1483550072,10.48056316,-0.5455635786,0.3168860972,0.2730565667,-0.09162971377,0
-1.813759565,8.709874153,3.43609333,-0.1941022873,0.2202167511,-0.1818849891,0
-1.335195065,9.044869423,1.402194023,0.2945895493,0.2788597643,0.1385135949,0
-0.8422735929,8.925228119,1.148554921,0.1501200199,0.4781544209,0.1421787739,0
-0.3876372576,8.906085968,0.9762716293,0.1374445707,0.3303251266,0.1258381456,0
0.3302095234,9.121439934,0.4737788737,0.09651663154,0.2999345958,0.06750056148,0
-0.1579262912,8.633303642,0.866201818,0.07177661359,0.2023489624,0.0745255053,0
0.3349951804,9.111868858,-0.3397808075,0.2021962404,0.1366809905,0.1493564397,0
0.1148554832,9.734002113,-0.8757730722,0.2098320574,-0.05131264031,0.05910116807,0
-0.1818545163,9.963713646,0.004785645287,0.09987638891,-0.06475166976,-0.03909534588,0
-0.6029912829,10.56191921,-1.421336651,0.1062904745,-0.02336557768,-0.08155044913,0
-0.2249253243,11.16012478,0.813559711,-0.177456215,-0.1029307172,-0.1371391416,0
0.4402793646,11.24626637,-0.09092725813,0.06246092543,0.1027780026,-0.1324049383,0
1.191625714,10.06421185,1.392622828,-0.02229656465,-0.2851211429,0.04428769648,0
1.531406522,9.399007797,1.110269666,0.06108647957,-0.4799869955,0.09071341902,0
0.8614161611,8.968298912,0.8470591903,0.04199695215,-0.401643604,-0.02519817278,0
0.7417750359,9.30807972,0.4833501875,-0.01557705179,-0.3520108163,-0.02748891525,0
0.2536391914,9.57129097,0.1052841991,0.02244928107,-0.273820132,0.01404988952,0
0.7800601721,9.470791817,0.7178468108,0.0497854799,-0.1855501831,0.00152716192,0
0.3349951804,9.140582085,0.2536391914,0.2883281708,-0.0131335929,0.02672533318,0
0.8997012973,9.403793335,0.2584248483,0.3263545036,0.05054906011,-0.02290742844,0
0.9475577474,9.958928108,-1.244267821,0.4674642682,0.0988073796,-0.1188132018,0
0.3349951804,10.10728264,-1.564906001,0.2843575478,0.289549917,-0.1004872546,0
1.110269666,11.07398319,-2.986242771,0.289549917,0.0314595364,-0.009926552884,0
